ID,Amtlicher Regionalschlüssel,Stadtname,Postleitzahl,Fläche,Bevölkerung,Bevölkerungsdichte
Laufende Nummer,Amtlicher Regionalschlüssel,Stadt,Postleitzahl ,Fläche km² ¹⁾,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ insgesamt,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾             je km²
819,092750141141,"Pocking, St",94060,68.86,16414,238
820,100410518518,"Sulzbach/ Saar, Stadt",66280,16.07,16376,1019
821,081265003046,"Künzelsau, Stadt",74653,75.18,16348,217
822,059620012012,"Halver, Stadt",58553,77.23,16322,211
823,059740016016,"Erwitte, Stadt",59597,89.41,16300,182
824,055700016016,"Drensteinfurt, Stadt",48317,106.6,16282,153
825,065340011011,"Kirchhain, Stadt",35274,90.95,16254,179
826,010620006006,"Bargteheide, Stadt",22941,15.82,16245,1027
827,147290410410,"Wurzen, Stadt",04808,69,16238,235
828,057700040040,"Rahden, Stadt",32369,137.48,16195,118
829,147290270270,"Markranstädt, Stadt",04420,58.46,16194,277
830,057620016016,"Brakel, Stadt",33034,173.92,16193,93
831,082260095095,"Walldorf, Stadt",69190,19.91,16188,813
832,145210390390,"Marienberg, Stadt",09496,133.49,16139,121
833,066350002002,"Bad Arolsen, Stadt",34454,126.47,16050,127
834,081165009071,"Wendlingen am Neckar, Stadt",73240,12.15,15988,1316
835,010550032032,"Neustadt in Holstein, Stadt",23730,19.73,15930,807
836,064350007007,"Erlensee, Stadt",63526,18.58,15907,856
837,147300300300,"Taucha, Stadt",04425,33.22,15866,478
838,064320004004,"Dieburg, Stadt",64807,23.08,15798,684
839,120710160160,"Guben, Stadt",03172,43.99,15794,359
840,120660196196,"Lübbenau/Spreewald / Lubnjow/Błota, Stadt",03222,139.51,15778,113
841,071400501501,"Boppard, Stadt",56154,74.88,15771,211
842,064350025025,"Schlüchtern, Stadt",36381,113.3,15723,139
843,064340011011,"Usingen, Stadt",61250,55.81,15683,281
844,160765054087,"Zeulenroda-Triebes, Stadt",07937,135.14,15677,116
845,082260018018,"Eppelheim, Stadt",69214,5.7,15663,2748
846,097720202202,"Stadtbergen, St",86391,11.49,15649,1362
847,120730572572,"Templin, Stadt",17268,379.59,15590,41
848,072320018018,"Bitburg, Stadt",54634,47.55,15554,327
849,097780173173,"Mindelheim, St",87719,56.42,15531,275
850,081185004078,"Freiberg am Neckar, Stadt",71691,13.14,15520,1181
851,120620140140,"Finsterwalde, Stadt",03238,77.52,15496,200
852,057660016016,"Blomberg, Stadt",32825,99.1,15485,156
853,095740112112,"Altdorf b.Nürnberg, St",90518,48.59,15478,319
854,145210550550,"Schwarzenberg/Erzgeb., Stadt",08340,46.31,15475,334
855,081185005049,"Marbach am Neckar, Stadt",71672,18.06,15474,857
856,064360011011,"Schwalbach am Taunus, Stadt",65824,6.47,15443,2387
857,010600004004,"Bad Bramstedt, Stadt",24576,24.14,15439,640
858,096730114114,"Bad Neustadt a.d.Saale, St",97616,36.9,15434,418
859,081175002018,"Ebersbach an der Fils, Stadt",73061,26.26,15420,587
860,064370011011,"Michelstadt, Stadt",64720,86.98,15396,177
861,031540013013,"Königslutter am Elm, Stadt",38154,131.13,15395,117
862,130735361075,"Ribnitz-Damgarten, Bernsteinstadt",18311,122.83,15333,125
863,065350001001,"Alsfeld, Stadt",36304,129.71,15307,118
864,032410006006,"Gehrden, Stadt",30989,43.27,15301,354
865,064330010010,"Raunheim, Stadt",65479,12.6,15297,1214
866,097770129129,"Füssen, St",87629,43.5,15287,351
867,097720200200,"Schwabmünchen, St",86830,55.5,15277,275
868,084255008072,"Langenau, Stadt",89129,75.03,15274,204
869,092730147147,"Mainburg, St",84048,61.54,15271,248
870,034570021021,"Weener, Stadt",26826,81.23,15215,187
871,082260082082,"Schriesheim, Stadt",69198,31.61,15209,481
872,034610002002,"Brake (Unterweser), Stadt",26919,38.3,15200,397
873,084360049049,"Isny im Allgäu, Stadt",88316,85.39,15145,177
874,066360016016,"Witzenhausen, Stadt",37213,126.78,15132,119
875,064320016016,"Ober-Ramstadt, Stadt",64372,41.88,15078,360
876,033580016016,"Munster, Stadt",29633,194.52,15062,77
877,092730111111,"Abensberg, St",93326,60.26,15061,250
878,010530100100,"Ratzeburg, Stadt",23909,30.29,15026,496
879,146265242600,"Weißwasser/O.L., Stadt / Běła Woda",02943,63.43,15002,237
880,096770155155,"Lohr a.Main, St",97816,90.42,14996,166
881,084360010010,"Bad Wurzach, Stadt",88410,182.24,14942,82
882,071435004048,"Montabaur, Stadt",56410,33.77,14884,441
883,095730127127,"Stein, St",90547,19.51,14866,762
884,083255002045,"Oberndorf am Neckar, Stadt",78727,55.92,14853,266
885,094730151151,"Neustadt b.Coburg, GKSt",96465,61.89,14824,240
886,092790122122,"Landau a.d.Isar, St",94405,84.4,14801,175
887,092730152152,"Neustadt a.d.Donau, St",93333,93.53,14778,158
888,034550007007,"Jever, Stadt",26441,42.24,14774,350
889,084155003053,"Münsingen, Stadt",72525,116.93,14772,126
890,150880195195,"Landsberg, Stadt",06188,125.99,14772,117
891,091770115115,"Dorfen, St",84405,99.56,14759,148
892,094790152152,"Selb, GKSt",95100,86.07,14743,171
893,096770148148,"Karlstadt, St",97753,98.15,14739,150
894,082265001013,"Eberbach, Stadt",69412,81.15,14727,181
895,066340009009,"Homberg (Efze), Reformationsstadt, Kreisstadt",34576,100.11,14703,147
896,059580036036,"Olsberg, Stadt",59939,118,14700,125
897,032410013013,"Pattensen, Stadt",30982,67.12,14666,219
898,057580032032,"Spenge, Stadt",32139,40.35,14620,362
899,082150097097,"Kraichtal, Stadt",76703,80.59,14602,181
900,031530019019,"Langelsheim, Stadt",38685,108.76,14599,134
901,010560048048,"Tornesch, Stadt",25436,20.61,14588,708
902,146280410410,"Wilsdruff, Stadt",01723,81.6,14583,179
903,093760119119,"Burglengenfeld, St",93133,93.26,14569,156
904,055700036036,"Sassenberg, Stadt",48336,78.08,14558,186
905,081190044044,"Murrhardt, Stadt",71540,71.15,14551,205
906,051540024024,"Kalkar, Stadt",47546,88.2,14513,165
907,066340005005,"Fritzlar, Dom- und Kaiserstadt",34560,88.81,14493,163
908,081165006056,"Plochingen, Stadt",73207,10.64,14487,1362
909,065320001001,"Aßlar, Stadt",35614,43.57,14482,332
910,053740016016,"Hückeswagen, Schloss-Stadt",42499,50.52,14480,287
911,146265220290,"Löbau, Stadt",02708,78.9,14467,183
912,064350017017,"Langenselbold, Stadt",63505,26.23,14440,551
913,066330013013,"Hofgeismar, Stadt",34369,86.37,14439,167
914,073320024024,"Grünstadt, Stadt",67269,18.09,14419,797
915,059700020020,"Hilchenbach, Stadt",57271,81.12,14412,178
916,082165004017,"Gernsbach, Stadt",76593,82.03,14405,176
917,097800124124,"Immenstadt i.Allgäu, St",87509,81.44,14391,177
918,064340007007,"Neu-Anspach, Stadt",61267,36.12,14342,397
919,034530011011,"Löningen, Stadt",49624,143.52,14307,100
920,081175010051,"Uhingen, Stadt",73066,24.79,14304,577
921,084355003034,"Markdorf, Stadt",88677,40.91,14300,350
922,064310016016,"Lorsch, Karolingerstadt",64653,25.24,14283,566
923,092770116116,"Eggenfelden, St",84307,44.35,14271,322
924,065330003003,"Bad Camberg, Stadt",65520,54.6,14268,261
925,100430115115,"Ottweiler, Stadt",66564,45.56,14255,313
926,120730008008,"Angermünde, Stadt",16278,324.24,14233,44
927,093750174174,"Neutraubling, St",93073,9.75,14224,1459
928,097750164164,"Weißenhorn, St",89264,53.72,14186,264
929,081155004024,"Holzgerlingen, Stadt",71088,13.39,14184,1059
930,147300230230,"Oschatz, Stadt",04758,55.44,14184,256
931,081280139139,"Lauda-Königshofen, Stadt",97922,94.44,14180,150
932,097740150150,"Krumbach (Schwaben), St",86381,44.64,14178,318
933,065310011011,"Lich, Stadt",35423,77.61,14167,183
934,055700040040,"Sendenhorst, Stadt",48324,96.95,14167,146
935,084250039039,"Erbach, Stadt",89155,63.29,14140,223
936,081180050050,"Markgröningen, Stadt",71706,28.17,14138,502
937,150880205205,"Leuna, Stadt",06237,88.12,14131,160
938,150820340340,"Sandersdorf-Brehna, Stadt",06792,82.16,14130,172
939,010570091091,"Schwentinental, Stadt",24223,17.81,14091,791
940,097750162162,"Vöhringen, St",89269,23.69,14044,593
941,120660176176,"Lauchhammer, Stadt",01979,89.3,14042,157
942,120610316316,"Lübben (Spreewald) / Lubin (Błota), Stadt",15907,120.85,14028,116
943,034595401030,"Quakenbrück, Stadt",49610,17.96,14007,780
944,066340014014,"Melsungen, Stadt",34212,63.09,13994,222
945,033575408057,"Zeven, Stadt",27404,74.13,13958,188
946,091750122122,"Grafing b.München, St",85567,29.58,13942,471
947,064370006006,"Erbach, Kreisstadt",64711,61.52,13935,227
948,146280060060,"Dippoldiswalde, Stadt",01744,103.99,13915,134
949,031530018018,"Clausthal-Zellerfeld, Berg- und Universitätsstadt",38678,43.69,13912,318
950,091760123123,"Eichstätt, GKSt",85072,47.79,13891,291
951,120690017017,"Beelitz, Stadt",14547,181.31,13879,77
952,034520025025,"Wiesmoor, Stadt",26639,82.94,13875,167
953,095720135135,"Höchstadt a.d.Aisch, St",91315,70.87,13867,196
954,096740147147,"Haßfurt, St",97437,52.66,13867,263
955,145225119360,"Mittweida, Stadt, Hochschulstadt",09648,41.26,13839,335
956,097775748121,"Buchloe, St",86807,36.18,13815,382
957,120680468468,"Wittstock/Dosse, Stadt",16909,420.21,13804,33
958,145240120120,"Hohenstein-Ernstthal, Stadt",09337,18.58,13788,742
959,082155006066,"Philippsburg, Stadt",76661,50.54,13748,272
960,150830531531,"Wanzleben-Börde, Stadt",39164,188.44,13724,73
961,083175002026,"Ettenheim, Stadt",77955,48.8,13722,281
962,064350002002,"Bad Soden-Salmünster, Stadt",63628,58.59,13719,234
963,083275004046,"Spaichingen, Stadt",78549,18.5,13714,741
964,065310006006,"Grünberg, Stadt",35305,89.22,13683,153
965,094720175175,"Pegnitz, St",91257,99.98,13665,137
966,145220150150,"Frankenberg/Sa., Stadt, Garnisonsstadt",09669,65.62,13659,208
967,095760127127,"Hilpoltstein, St",91161,89.72,13654,152
968,053580036036,"Linnich, Stadt",52441,65.43,13653,209
969,081180003003,"Asperg, Stadt",71679,5.8,13650,2353
970,150910145145,"Jessen (Elster), Stadt",06917,353.93,13639,39
971,034600003003,"Dinklage, Stadt",49413,72.8,13622,187
972,065320021021,"Solms, Stadt",35606,34.02,13579,399
973,053660036036,"Schleiden, Stadt",53937,121.67,13578,112
974,145245118190,"Meerane, Stadt",08393,19.81,13567,685
975,034565403027,"Schüttorf, Stadt",48465,19.45,13562,697
976,160775052043,"Schmölln, Stadt",04626,94.53,13542,143
977,031550012012,"Uslar, Stadt",37170,113.59,13536,119
978,034540019019,"Haselünne, Stadt",49740,159.43,13527,85
979,130735353010,"Bergen auf Rügen, Stadt",18528,51.49,13457,261
980,082150064064,"Östringen, Stadt",76684,53.28,13450,252
981,081285004115,"Tauberbischofsheim, Stadt",97941,69.29,13445,194
982,084375004088,"Pfullendorf, Stadt",88630,90.5,13442,149
983,150860040040,"Genthin, Stadt",39307,232.69,13416,58
984,032510040040,"Sulingen, Stadt",27232,110.83,13394,121
985,145210530530,"Schneeberg, Stadt",08289,23.35,13377,573
986,082265005056,"Neckargemünd, Stadt",69151,26.16,13335,510
987,065310012012,"Linden, Stadt",35440,22.77,13308,584
988,095750153153,"Neustadt a.d.Aisch, St",91413,61.21,13294,217
989,081255014102,"Weinsberg, Stadt",74189,22.22,13268,597
990,081350020020,"Herbrechtingen, Stadt",89542,58.63,13238,226
991,010550046046,"Fehmarn, Stadt",23769,185.5,13200,71
992,055580036036,"Olfen, Stadt",59399,52.43,13175,251
993,059580048048,"Winterberg, Stadt",59955,147.95,13168,89
994,032510042042,"Twistringen, Stadt",27239,114.38,13162,115
995,092710146146,"Plattling, St",94447,35.9,13160,367
996,095770173173,"Treuchtlingen, St",91757,103.38,13159,127
997,093720153153,"Roding, St",93426,119.61,13157,110
998,083260003003,"Bad Dürrheim, Stadt",78073,62.08,13149,212
999,059700028028,"Bad Laasphe, Stadt",57334,135.95,13148,97
1000,091710111111,"Altötting, St",84503,23.07,13138,569
1001,083370116116,"Wehr, Stadt",79664,35.64,13126,368
1002,064400023023,"Rosbach v. d. Höhe, Stadt",61191,45.33,13084,289
1003,065330007007,"Hadamar, Stadt",65589,40.99,13082,319
1004,130720006006,"Bad Doberan, Stadt",18209,32.85,13079,398
1005,064360002002,"Eppstein, Stadt",65817,24.19,13070,540
1006,065350011011,"Lauterbach (Hessen), Kreisstadt",36341,101.98,13047,128
1007,120650356356,"Zehdenick, Stadt",16792,223.06,13040,58
1008,032540005005,"Bad Salzdetfurth, Stadt",31162,67.18,13037,194
1009,150830411411,"Oebisfelde-Weferlingen, Stadt",39646,249.96,13002,52
1010,065330017017,"Weilburg, Stadt",35781,57.51,12992,226
1011,033510004004,"Bergen, Stadt",29303,164.39,12991,79
1012,065340004004,"Biedenkopf, Stadt",35216,90.31,12969,144
1013,066320003003,"Bebra, Stadt",36179,93.71,12945,138
1014,066320018018,"Rotenburg a. d. Fulda, Stadt",36199,79.97,12937,162
1015,120720169169,"Jüterbog, Stadt",14913,176.48,12926,73
1016,082260038038,"Ladenburg, Stadt",68526,19,12914,680
1017,160670072072,"Waltershausen, Stadt",99880,60.62,12871,212
1018,150820377377,"Südliches Anhalt, Stadt",06369,193.41,12857,66
1019,083255006057,"Sulz am Neckar, Stadt",72172,87.62,12847,147
1020,083155017113,"Titisee-Neustadt, Stadt",79822,89.64,12797,143
1021,031590019019,"Herzberg am Harz, Stadt",37412,71.88,12792,178
1022,033580008008,"Bad Fallingbostel, Stadt",29683,64.02,12783,200
1023,150870220220,"Hettstedt, Stadt",06333,37.03,12783,345
1024,092770138138,"Pfarrkirchen, St",84347,52.35,12764,244
1025,065310008008,"Hungen, Stadt",35410,86.78,12754,147
1026,084155005078,"Bad Urach, Stadt",72574,55.42,12751,230
1027,064350029029,"Wächtersbach, Stadt",63607,50.79,12731,251
1028,120650332332,"Velten, Stadt",16727,23.42,12727,543
1029,084255002020,"Blaubeuren, Stadt",89143,79.11,12719,161
1030,010510011011,"Brunsbüttel, Stadt",25541,65.21,12692,195
1031,083150076076,"Neuenburg am Rhein, Stadt",79395,44.1,12690,288
1032,055540064064,"Velen, Stadt",46342,70.75,12678,179
1033,057620008008,"Beverungen, Stadt",37688,98.09,12669,129
1034,150860140140,"Möckern, Stadt",39291,527.78,12591,24
1035,066330028028,"Wolfhagen, Hans-Staden-Stadt",34466,112.29,12582,112
1036,091900148148,"Schongau, St",86956,21.34,12572,589
1037,095710145145,"Feuchtwangen, St",91555,137.21,12551,91
1038,095740152152,"Röthenbach a.d.Pegnitz, St",90552,14.29,12529,877
1039,094730159159,"Rödental, St",96472,49.97,12457,249
1040,095750112112,"Bad Windsheim, St",91438,78.24,12446,159
1041,057700036036,"Preußisch Oldendorf, Stadt",32361,68.76,12439,181
1042,084255007071,"Laichingen, Stadt",89150,69.83,12425,178
1043,057740040040,"Bad Wünnenberg, Stadt",33181,161.3,12418,77
1044,065340010010,"Gladenbach, Stadt",35075,72.28,12415,172
1045,091750115115,"Ebersberg, St",85560,40.84,12408,304
1046,053340020020,"Monschau, Stadt",52156,94.6,12389,131
1047,091870182182,"Wasserburg a.Inn, St",83512,18.8,12375,658
1048,095740132132,"Hersbruck, St",91217,22.9,12346,539
1049,066360006006,"Hessisch Lichtenau, Stadt",37235,105.72,12337,117
1050,150830565565,"Wolmirstedt, Stadt",39326,54.38,12323,227
1051,081185002071,"Tamm, Stadt",71732,8.78,12305,1401
1052,083260052052,"St. Georgen im Schwarzwald, Stadt",78112,59.85,12301,206
1053,092710141141,"Osterhofen, St",94486,111.16,12280,110
1054,066340001001,"Borken (Hessen), Stadt",34582,82.46,12268,149
1055,081185001007,"Besigheim, Stadt",74354,16.83,12267,729
1056,095710136136,"Dinkelsbühl, GKSt",91550,75.16,12260,163
1057,092740184184,"Vilsbiburg, St",84137,68.84,12237,178
1058,160610118118,"Dingelstädt, Stadt",37351,118.64,12204,103
1059,081160072072,"Wernau (Neckar), Stadt",73249,10.89,12200,1120
1060,081255006056,"Lauffen am Neckar, Stadt",74348,22.63,12189,539
1061,160660092092,"Zella-Mehlis, Stadt",98544,52.99,12157,229
1062,084170013013,"Burladingen, Stadt",72393,123.3,12124,98
1063,147290140140,"Frohburg, Stadt",04654,145.29,12120,83
1064,057620032032,"Steinheim, Stadt",32839,75.69,12107,160
1065,093760141141,"Maxhütte-Haidhof, St",93142,34.69,12053,347
1066,130760060060,"Hagenow, Stadt",19230,67.54,12022,178
1067,120700296296,"Perleberg, Stadt",19348,138.69,12022,87
1068,081275006025,"Gaildorf, Stadt",74405,62.59,12005,192
1069,092750126126,"Hauzenberg, St",94051,82.79,11965,145
1070,130760090090,"Ludwigslust, Stadt",19288,78.64,11961,152
1071,160750085085,"Pößneck, Stadt",07381,24.43,11960,490
1072,055580008008,"Billerbeck, Stadt",48727,91.36,11945,131
1073,130750005005,"Anklam, Hansestadt",17389,56.68,11917,210
1074,082265003031,"Hemsbach, Stadt",69502,12.85,11915,927
1075,059660008008,"Drolshagen, Stadt",57489,67.11,11913,178
1076,081185007070,"Steinheim an der Murr, Stadt",71711,23.18,11908,514
1077,120640044044,"Bad Freienwalde (Oder), Stadt",16259,131.11,11877,91
1078,120700316316,"Pritzwalk, Stadt",16928,167.32,11866,71
1079,146280260260,"Neustadt in Sachsen, Stadt",01844,83.12,11810,142
1080,082155005059,"Oberderdingen, Stadt",75038,33.57,11690,348
1081,032575403006,"Bad Nenndorf, Stadt",31542,23.22,11686,503
1082,081255013086,"Schwaigern, Stadt",74193,49.49,11661,236
1083,010530083083,"Lauenburg/ Elbe, Stadt",21481,9.56,11657,1219
1084,120670124124,"Erkner, Stadt",15537,16.53,11641,704
1085,081250058058,"Leingarten, Stadt",74211,23.47,11637,496
1086,160690024024,"Hildburghausen, Stadt",98646,72.89,11632,160
1087,059620048048,"Neuenrade, Stadt",58809,54.1,11621,215
1088,082255001109,"Walldürn, Stadt",74731,105.91,11614,110
1089,097760117117,"Lindenberg i.Allgäu, St",88161,11.84,11587,979
1090,091820125125,"Miesbach, St",83714,32.44,11573,357
1091,091865156122,"Geisenfeld, St",85290,88.3,11563,131
1092,081365002010,"Bopfingen, Stadt",73441,76.96,11560,150
1093,064390002002,"Bad Schwalbach, Kreisstadt",65307,40.27,11532,286
1094,150880020020,"Bad Dürrenberg, Solestadt",06231,36.26,11521,318
1095,097730144144,"Lauingen (Donau), St",89415,44.39,11510,259
1096,064390012012,"Oestrich-Winkel, Stadt",65375,59.51,11443,192
1097,071415003029,"Diez, Stadt",65582,12.41,11428,921
1098,010610029029,"Glückstadt, Stadt",25348,22.75,11410,502
1099,096770157157,"Marktheidenfeld, St",97828,35.7,11402,319
1100,064390004004,"Geisenheim, Hochschulstadt",65366,40.34,11369,282
1101,095710193193,"Rothenburg ob der Tauber, GKSt",91541,41.67,11365,273
1102,145215140710,"Zwönitz, Stadt",08297,64.24,11358,177
1103,092720151151,"Waldkirchen, St",94065,80.01,11356,142
1104,083170153153,"Rheinau, Stadt",77866,73.5,11346,154
1105,091890157157,"Trostberg, St",83308,51.55,11337,220
1106,083355001022,"Engen, Stadt",78234,70.56,11311,160
1107,081195005084,"Welzheim, Stadt",73642,37.99,11264,296
1108,081150042042,"Rutesheim, Stadt",71277,16.22,11258,694
1109,055540032032,"Isselburg, Stadt",46419,42.8,11251,263
1110,059620008008,"Balve, Stadt",58802,74.81,11240,150
1111,150910110110,"Gräfenhainichen, Stadt",06773,159.92,11228,70
1112,096790170170,"Ochsenfurt, St",97199,63.57,11219,176
1113,084265007097,"Riedlingen, Stadt",88499,64.96,11176,172
1114,071375008216,"Mülheim-Kärlich, Stadt",56218,16.42,11159,680
1115,031510040040,"Wittingen, Stadt",29378,225.83,11136,49
1116,150910060060,"Coswig (Anhalt), Stadt",06869,296.82,11129,37
1117,145215133590,"Stollberg/Erzgeb., Stadt",09366,38.99,11127,285
1118,120690020020,"Bad Belzig, Stadt",14806,236.09,11118,47
1119,083175003034,"Gengenbach, Stadt",77723,61.9,11081,179
1120,031540019019,"Schöningen, Stadt",38364,35.47,11078,312
1121,057540052052,"Werther (Westf.), Stadt",33824,35.42,11051,312
1122,130760014014,"Boizenburg/ Elbe, Stadt",19258,47.42,11048,233
1123,065320003003,"Braunfels, Stadt",35619,47.28,11045,234
1124,150850230230,"Osterwieck, Stadt",38835,213.11,11045,52
1125,092760138138,"Regen, St",94209,65.14,11018,169
1126,130755551144,"Wolgast, Stadt",17438,61.73,10991,178
1127,057740028028,"Lichtenau, Stadt",33165,192.57,10985,57
1128,160745052018,"Eisenberg, Stadt",07607,24.67,10955,444
1129,145210450450,"Oelsnitz/Erzgeb., Stadt",09376,26.28,10954,417
1130,146260085085,"Ebersbach-Neugersdorf, Stadt",02730,20.45,10937,535
1131,084170025025,"Haigerloch, Stadt",72401,76.44,10930,143
1132,034565402014,"Neuenhaus, Stadt",49828,31.37,10890,347
1133,145245128160,"Lichtenstein/Sa., Stadt",09350,15.47,10875,703
1134,064340010010,"Steinbach (Taunus), Stadt",61449,4.4,10856,2467
1135,094780165165,"Bad Staffelstein, St",96231,99.51,10821,109
1136,081360042042,"Lorch, Stadt",73547,34.28,10806,315
1137,082355001006,"Altensteig, Stadt",72213,53.19,10798,203
1138,083165004017,"Herbolzheim, Stadt",79336,35.48,10783,304
1139,053580044044,"Nideggen, Stadt",52385,65.04,10764,165
1140,083165004020,"Kenzingen, Stadt",79341,36.93,10748,291
1141,120610540540,"Wildau, Stadt",15745,9.11,10717,1176
1142,096720127127,"Hammelburg, St",97762,128.88,10694,83
1143,064330004004,"Gernsheim, Schöfferstadt",64579,40.11,10685,266
1144,084175005044,"Meßstetten, Stadt",72469,76.8,10677,139
1145,097740121121,"Burgau, St",89331,25.92,10670,412
1146,034590004004,"Bad Iburg, Stadt",49186,36.47,10652,292
1147,146255207040,"Bischofswerda, Stadt",01877,46.21,10576,229
1148,081175006015,"Donzdorf, Stadt",73072,39.82,10568,265
1149,066340003003,"Felsberg, Stadt",34587,83.32,10535,126
1150,032545406043,"Gronau (Leine), Stadt",31028,88.39,10527,119
1151,146270180180,"Nossen, Stadt",01683,122.74,10486,85
1152,010560002002,"Barmstedt, Stadt",25355,17.17,10470,610
1153,092780118118,"Bogen, St",94327,49.74,10453,210
1154,095730120120,"Langenzenn, St",90579,46.33,10438,225
1155,034590015015,"Dissen am Teutoburger Wald, Stadt",49201,31.9,10423,327
1156,010580034034,"Büdelsdorf, Stadt",24782,6.48,10417,1608
1157,084360008008,"Aulendorf, Stadt",88326,52.33,10417,199
1158,145225102060,"Burgstädt, Stadt",09217,25.88,10413,402
1159,082355008079,"Bad Wildbad, Stadt",75323,105.22,10388,99
1160,034545409057,"Werlte, Stadt",49757,63.81,10382,163
1161,083165005012,"Endingen am Kaiserstuhl, Stadt",79346,26.7,10381,389
1162,071325009006,"Betzdorf, Stadt",57518,9.56,10363,1084
1163,150880065065,"Braunsbedra, Stadt",06242,74.64,10352,139
1164,059740036036,"Rüthen, Stadt",59602,158.15,10290,65
1165,092770145145,"Simbach a.Inn, St",84359,47.33,10261,217
1166,081255009069,"Neuenstadt am Kocher, Stadt",74196,41.17,10249,249
1167,160690043043,"Schleusingen, Stadt",98553,125.59,10225,81
1168,065310013013,"Lollar, Stadt",35457,21.39,10222,478
1169,091760114114,"Beilngries, St",92339,100.02,10218,102
1170,150900550550,"Tangermünde, Stadt",39590,90.45,10212,113
1171,064350028028,"Steinau an der Straße, Brüder-Grimm-Stadt",36396,104.86,10189,97
1172,081175006049,"Süßen, Stadt",73079,12.79,10185,796
1173,145220140140,"Flöha, Stadt",09557,27.76,10183,367
1174,100410511511,"Friedrichsthal, Stadt",66299,8.99,10180,1132
1175,010545489088,"Niebüll, Stadt",25899,30.63,10173,332
1176,130740026026,"Grevesmühlen, Stadt",23936,52.38,10167,194
1177,031590003003,"Bad Lauterberg im Harz, Stadt",37431,41.56,10164,245
1178,160770032032,"Meuselwitz, Stadt",04610,53.66,10148,189
1179,084375002076,"Mengen, Stadt",88512,49.81,10148,204
1180,081365006028,"Heubach, Stadt",73540,25.78,10145,394
1181,150900546546,"Tangerhütte, Stadt",39517,297.07,10108,34
1182,096770131131,"Gemünden a.Main, St",97737,75.06,10098,135
1183,150860055055,"Gommern, Stadt",39245,161.36,10090,63
1184,145235122300,"Oelsnitz/Vogtl., Stadt",08606,53.66,10062,188
1185,071415010006,"Bad Ems, Stadt",56130,15.41,10030,651
1186,120610332332,"Mittenwalde, Stadt",15749,99.13,10027,101
1187,150880305305,"Querfurt, Stadt",06268,156.38,10007,64
1188,083260005005,"Blumberg, Stadt",78176,98.72,10003,101
1189,160675050053,"Ohrdruf, Stadt",99885,113.6,9991,88
1190,082350080080,"Wildberg, Stadt",72218,56.68,9977,176
1191,094750154154,"Münchberg, St",95213,68.78,9969,145
1192,145210460460,"Olbernhau, Stadt",09526,125.34,9953,79
1193,032560025025,"Rehburg-Loccum, Stadt",31547,99.97,9942,99
1194,064350001001,"Bad Orb, Stadt",63619,47.75,9934,208
1195,066340007007,"Gudensberg, Stadt",34281,46.49,9925,213
1196,160625054066,"Bleicherode, Stadt",99752,108.17,9920,92
1197,081165008070,"Weilheim an der Teck, Stadt",73235,26.51,9887,373
1198,064390013013,"Rüdesheim am Rhein, Stadt",65385,51.41,9879,192
1199,064400017017,"Niddatal, Stadt",61194,40.25,9861,245
1200,010600092092,"Wahlstedt, Stadt",23812,15.75,9831,624
1201,096760122122,"Erlenbach a.Main, St",63906,16.31,9717,596
1202,160650003003,"Bad Frankenhausen/Kyffhäuser, Stadt",06567,91.06,9715,107
1203,010550033033,"Oldenburg in Holstein, Stadt",23758,39.69,9711,245
1204,073395006042,"Nieder-Olm, Stadt",55268,11.22,9703,865
1205,120720426426,"Trebbin, Stadt",14959,126.36,9700,77
1206,065310010010,"Laubach, Stadt",35321,97.01,9699,100
1207,150810280280,"Klötze, Stadt",38486,279.53,9699,35
1208,095710165165,"Heilsbronn, St",91560,62.23,9692,156
1209,130750105105,"Pasewalk, Stadt",17309,55.21,9666,175
1210,147290070070,"Brandis, Stadt",04821,34.89,9654,277
1211,073315007055,"Osthofen, Stadt",67574,18.62,9650,518
1212,065350016016,"Schotten, Stadt",63679,133.56,9641,72
1213,120640029029,"Altlandsberg, Stadt",15345,106.6,9630,90
1214,071315003006,"Bad Breisig, Stadt",53498,19.93,9623,483
1215,081160081081,"Aichtal, Stadt",72631,23.6,9599,407
1216,130710029029,"Demmin, Hansestadt",17109,82.06,9583,117
1217,150880216216,"Wettin-Löbejün, Stadt",06193,127.66,9554,75
1218,150850228228,"Oberharz am Brocken, Stadt",38875,271.73,9547,35
1219,065330013013,"Runkel, Stadt",65594,43.71,9543,218
1220,064370001001,"Bad König, Stadt",64732,46.73,9508,203
1221,091710132132,"Töging a.Inn, St",84513,13.65,9496,696
1222,097735718182,"Wertingen, St",86637,51.88,9486,183
1223,010550021021,"Heiligenhafen, Stadt",23774,18.32,9484,518
1224,146250200200,"Großröhrsdorf, Stadt",01900,40.95,9477,231
1225,033605407002,"Bad Bevensen, Stadt",29549,48.37,9466,196
1226,032540008008,"Bockenem, Stadt",31167,109.95,9465,86
1227,033570051051,"Visselhövede, Stadt",27374,159.2,9458,59
1228,034595403017,"Fürstenau, Stadt",49584,78.64,9443,120
1229,064370016016,"Oberzent, Stadt",64760,165.61,9429,57
1230,146280360360,"Sebnitz, Stadt",01855,88.24,9421,107
1231,145240320320,"Wilkau-Haßlau, Stadt",08112,12.65,9418,745
1232,071435003032,"Höhr-Grenzhausen, Stadt",56203,15.88,9415,593
